Sitename:Pekan
Location: Latitude:    3.4383266 - Longitude:  103.3899384 - Elevation (masl):    35.
Principal investigator: 
Ecosystem type: 
File creation date: 2015-08-10T10:20
Datapolicy:  -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data.
In addition when publishing please acknowledge the agency that supported the research. --
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
YEAR,GAP,DTIME,DOY,HRMIN,UST,TA,WD,WS,NEE,FC,SFC,H,SH,LE,SLE,FG,TS1,TSdepth1,TS2,TSdepth2,PREC,RH,PRESS,CO2,VPD,SWC1,SWC2,Rn,PAR,Rg,Rgdif,PARout,RgOut,Rgl,RglOut,H2O,RE,GPP,CO2top,CO2height,APAR,PARdif,APARpct,ZL
YEAR,GAP,DTIME,DOY,HRMIN,m/s,deg C,deg,m/s,umol/m2/s,umol/m2/s,umol/m2/s,W/m2,W/m2,W/m2,W/m2,W/m2,deg C,cm,deg C,cm,mm,%,kPa,umol/mol,kPa,%,%,W/m2,umol/m2/s,W/m2,W/m2,umol/m2/s,W/m2,W/m2,W/m2,mmol/mol,umol/m2/s,umol/m2/s,umol/mol,m,umol/m2/s,umol/m2/s,%,unitless
 2015,0,197.22913000000000,197,530,0.13727227311741980,26.638987323611786,223.17704921781248,1.7591911931961410,6.7953064029263519,4.4963848924295453,2.2989215104968062,-5.7479412818429987,-7.6624815039166281,-5.0498856576349729,-2.8480044871395847,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006176666666667,100.30703927374303,408.91297851468710,3.0643595582022698,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.1672002693441179,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.70329582448101757
 2015,0,197.24995999999999,197,600,8.0918414090516325E-002,26.438233364680571,196.98651580914637,1.4814170337996655,5.9349894858644117,-0.45580623676049853,6.3907957226249099,-1.2630205502790783,-4.1461933107642652,1.7505505713195701,-1.5218209636008155,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006296666666668,100.30714466480447,417.93990158382735,3.0283407478732345,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.1182610014381966,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.75448068360727749
 2015,0,197.27079000000001,197,630,2.9491539889570942E-002,26.474900152110479,190.45992871993698,1.7653683221668324,5.1297359118977290,0.99940821674148295,4.1303276951562458,5.2582715468246395E-002,0.75727243624510299,0.47407170511012103,0.26621733602233405,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006560000000000,100.31775858938548,423.77403707977055,3.0348819058591165,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.1268225617309371,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.64877871091579675
 2015,0,197.29161999999999,197,700,7.7977073850581446E-002,26.528398870542730,185.15538792751661,2.7529594499585155,-1.8142836343803748,1.9561421033005211,-3.7704257376808958,-0.50625639719318716,1.1050191615606950,-2.0597964355580776,0.36693739381341117,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006410000000001,100.34621620111733,418.44882697945633,3.0444663489195940,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.1386226567588160,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.33785177487843038
 2015,0,197.31245000000001,197,730,0.11326940473509571,26.704450623070045,180.32442222105746,3.1667323704948451,3.6085954506346996,2.0876426993874868,1.5209527512472127,-1.7786277160821939,3.6351626090940163,1.7581597291675013,1.3087317929020179,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006503333333333,100.37093321229051,420.59769710676125,3.0761724682150069,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.1807308522857793,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.38718824503475624
 2015,0,197.33328000000000,197,800,0.15739543953573609,26.809781558500333,174.45830299712426,2.6483708903557850,11.599054531741016,4.3443320125193532,7.2547225192216631,-0.96067818322634058,2.1743021264347391,-0.58168466444184608,0.79571902991822785,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006306666666667,100.37783684357542,430.85038898529996,3.0952881915178820,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.2063428154852556,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,7.7938495076309539E-002
 2015,0,197.35410999999999,197,830,0.25462666715231258,27.115453741403883,166.17374239691037,1.9498625587724900,58.703829322638320,44.831688986203453,13.872140336434866,-6.6933480055756380,6.3052515797238966,5.5367951869194680,2.6688378351173077,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037070000000000,100.40442536312850,450.46988630374551,3.1502273692374314,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.2923355494854052,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.12823019141660738
 2015,0,197.37494000000001,197,900,0.39318062587429170,28.052137036607576,169.56388218866115,2.1743814381173996,-13.402506515723100,17.214712014798963,-30.617218530522063,4.1964683514531895,19.268786842209323,97.032591716712687,7.4426851619860486,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.038926666666667,100.43655095283336,407.04648520206837,3.3273638572311035,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.5330371062403110,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-2.1829217522933337E-002
 2015,0,197.39577000000000,197,930,0.37708358621527749,28.897663722970663,179.30724656957221,2.2799023471362894,-5.8202454877078749,-2.8643041819474306,-2.9559413057604442,30.937259710254274,17.351317335895416,93.622054308783007,6.9748190647659278,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.038436666666668,100.46756756983241,402.84369991792124,3.4947291382326675,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.7593572684561174,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.18237988033918104
 2015,0,197.41659999999999,197,1000,0.40793673122997554,29.195442461408049,172.58325804406067,2.5630009066424040,0.35641992275851475,2.0242687163657487,-1.6678487936072339,16.235620790596176,6.1059384133939130,156.33365334651918,2.5139819884741437,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.038093333333334,100.48420170391061,400.47039191222211,3.5553982223227720,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.8410220037346114,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-7.5585321558279628E-002
 2015,0,197.43743000000001,197,1030,0.43394661678867708,30.034850733240205,159.60268900548803,2.4805860971352556,-16.059709916517836,-11.023417083033202,-5.0362928334846346,74.275392137571430,17.167465787507741,188.86324469368952,7.3262766071234857,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037739999999999,100.49585439944134,393.28480786179824,3.7313499390236462,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.0798388393051326,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.28722298658312712
 2015,0,197.45826000000000,197,1100,0.49330325002206238,30.179392566361173,148.80710444287490,2.5036417673215312,12.650415327987936,18.356795966008406,-5.7063806380204687,29.892832834254740,2.9550652375346864,277.03653535021101,1.2741875511958980,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037253333333332,100.50573758379888,385.14008858025323,3.7624178845465934,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.1213954886646640,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-7.8681559340297538E-002
 2015,0,197.47909000000001,197,1130,0.36163577113448675,29.953660007242377,161.55992257483774,2.1116542027742415,-6.9656897229894952,-4.2049742340229326,-2.7607154889665626,5.2243231850308138,-4.6179977094391820,125.23722546448886,-2.0148677673836146,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036936666666666,100.49886812849162,381.20238142177237,3.7140422251146408,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.0557409979359784,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-3.4905392448330311E-002
 2015,0,197.49992000000000,197,1200,0.55077133316850213,29.835686873110944,129.85090714694812,3.9614538900382850,-10.183279605874777,-8.8291522508768807,-1.3541273549978963,47.678273129394924,-2.4136320785045995,196.74078299750116,-0.99756432416660790,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037056666666667,100.46722547486033,379.27108482925559,3.6889638119880086,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.0232415105465700,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-9.0195459292397778E-002
 2015,0,197.52074999999999,197,1230,0.53494994904537330,30.062067033991468,130.84355689961762,4.2859972947399454,-9.5915940488373206,-9.7495978991561003,0.15800385031877945,65.876814431167219,4.6270445335192667,233.18984388554514,2.0702990700750781,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.038460000000001,100.44269909217877,379.49665804190238,3.7371482454253044,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.0907712389688813,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.13603142030556270
 2015,0,197.54158000000001,197,1300,0.70032024204017485,30.807085004919031,126.91105440539384,5.1080507567114797,-18.483294380812382,-18.403558569468728,-7.9735811343654567E-002,165.04245878917214,15.187158411016572,568.37057209249019,6.7895600415069826,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036730000000000,100.41600962936046,379.38251368582871,3.8998878061166509,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.3130001458219756,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.15191774959144497
 2015,0,197.56241000000000,197,1330,0.55045819515124672,30.890257094399146,125.92674964848655,5.0750209467903789,-14.622713156631351,-15.443975415251078,0.82126225861972713,124.75258456318460,1.6943033074950697,300.64519491190941,0.83615939892728020,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036546666666666,100.37429337988826,380.55898722722827,3.9184317276440370,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.3403895471740839,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.23654032990773280
 2015,0,197.58323999999999,197,1400,0.55336447406768530,30.906794201969149,124.84641538002047,4.8716966352235964,-15.049577904209867,-15.315489730543041,0.26591182633317328,145.47170172808805,0.33673272162627016,289.20039259433946,0.22712022422188355,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037396666666666,100.33618907821230,380.94007627849584,3.9220884080643588,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.3478324921016718,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.27157536053655190
 2015,0,197.60407000000001,197,1430,0.67485500041534485,31.062482304919342,124.50872307033106,4.4343334503465917,-18.090480284591560,-18.122614846427801,3.2134561836242352E-002,232.44311484644518,3.1675187881186244,665.45653770512524,1.5032204621846830,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037123333333334,100.30263417597764,380.98616862039916,3.9570315185326268,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.3971436595699904,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.23929249861388524
 2015,0,197.62490000000000,197,1500,0.49108828993649783,30.921892877504092,116.88619567942712,4.2549506045691228,-14.448303608740632,-14.654956328321116,0.20665271958048428,177.23610251043542,-2.8604100902985503,338.69873337460297,-1.2472478507663380,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036813333333333,100.26012702513967,381.28257043617441,3.9254902683249515,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.3562365229498905,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.47364558582843685
 2015,0,197.64572999999999,197,1530,0.57306839437683288,30.809306597150226,112.92879115732492,4.7755997320629779,-14.033420654187559,-13.058158339968710,-0.97526231421884846,153.92657505941474,-2.2901518108624463,375.29489197482405,-0.95210134802824364,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036636666666666,100.20152090782122,379.88345261892101,3.9003860571991842,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.3250063162453003,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.25897587723535542
 2015,0,197.66656000000000,197,1600,0.58355078652746184,30.413286778710130,112.28580016574925,5.2392149820541087,-11.054582251443991,-9.5649314134612524,-1.4896508379827378,120.99471734443601,-8.0623814165120464,311.52277334559858,-3.5681681237118354,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036576666666667,100.15884642433485,377.74826447469223,3.8131629804933840,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.2081134800061823,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.19285955594762369
 2015,0,197.68738999999999,197,1630,0.61388847856482620,30.329488856139790,109.35109398379301,4.7932075979376929,-13.750822634214146,-13.056347347216992,-0.69447528699715400,117.47047809016543,-1.7062023215099718,372.94967785600801,-0.73166929547342430,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036936666666668,100.14357317039106,376.75296266849097,3.7949093533973510,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.1841489879699116,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.16085001940884303
 2015,0,197.70822000000001,197,1700,0.56066320258828406,30.224488276050124,109.22397818470151,4.2878745781997987,-11.524673437769993,-10.467224586648133,-1.0574488511218605,74.711871969222429,-2.1378812686980582,238.25589928493255,-0.89257110720321864,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037016666666666,100.10848153631285,375.23745097037266,3.7721603474124574,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.1549173168535676,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.13432487033174845
 2015,0,197.72905000000000,197,1730,0.60670855392504219,29.916175518355544,109.69377680368278,5.0350270435712465,-5.3593181450045160,-5.1911393172289673,-0.16817882777554832,57.294296073051001,-6.2838133873088475,104.63158441123869,-2.7614498858763046,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037306666666666,100.11050689944135,374.99667070750320,3.7060438732150383,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.0646008435510312,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-8.1292071976129310E-002
 2015,0,197.74987999999999,197,1800,0.56778678414680372,29.530628171952742,119.72177448766408,5.8412514350100428,-0.57948856409988825,1.6890024338878221E-002,-0.59637858843876645,37.531829707191150,-7.8707676816530769,92.721412436180117,-3.4575860513432697,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037516666666667,100.14919506983243,374.14425591131470,3.6247905171662080,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.9517463524687209,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6.4955253304044933E-002
 2015,0,197.77071000000001,197,1830,0.72058411900837827,29.249528448435171,138.81582286980117,7.0149190208915906,8.7194933702098076,8.2504813827052228,0.46901198750458528,21.977127714287619,-5.7473828580908330,34.955673156097077,-2.9126127945957925,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007346666666667,100.21313220670392,374.81357344616544,3.5677595224699084,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.8568545094488860,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-1.8599432603045959E-002
 2015,0,197.79154000000000,197,1900,0.69227106648869130,29.808200826666223,191.17041946756595,4.1983620766564371,43.700078243101096,31.772268338164888,11.927809904936206,-94.408179952058333,11.469450980136239,-277.76107351984604,8.3428244835732919,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.329531578455686,100.80336894057679,391.79469719034478,3.6707272854222044,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.1281567114586419,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.9725528860714207E-002
 2015,0,197.81236999999999,197,1930,0.37925567619345824,26.906896970379194,272.41927700234010,2.1703836505509879,75.277079473116487,42.072704423534233,33.204375049582261,-15.034339337172057,-60.113631399747995,-238.03426755434990,-25.287288685731664,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.282294096118440,100.78247284729557,438.61134369444676,3.1031316209819879,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.3160477387703553,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.6932449113846594E-002
 2015,0,197.83320000000001,197,2000,0.22876106632033386,24.604755454386691,287.73907367629300,2.3907252675507276,-11.050983877100069,12.837289888088833,-23.888273765188902,-10.849524935668679,-47.821120658293957,-3.6808566232139746,-19.471158478121630,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006460000000001,100.28136718990459,405.06731366114178,2.7161129950781588,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.6946669555282057,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.28692996791397157
 2015,0,197.85402999999999,197,2030,0.14113565150773041,24.655977434552483,312.30487357956912,0.78895305533089410,-1.9490273180014015,1.1379115462382974,-3.0869388642396989,-3.2822073639188547,1.0638804267257596,-7.8014297183761832,0.35230603339365141,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006810000000000,100.28645273743017,400.73209330626815,2.7244276133258301,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.7059119792803190,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.36961553558953736
 2015,0,197.87486000000001,197,2100,9.3874953240253065E-002,24.793420972770775,291.51835900117271,2.0924286763402904,2.9357300986423480,4.4479857268175644,-1.5122556281752164,-3.9274300407530780,2.8544298573624047,9.9007384677574866,0.91641946201210156,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006990000000000,100.32231527932960,398.60809843122917,2.7468716455760900,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.7351695086119254,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.5025851348005412
 2015,0,197.89569000000000,197,2130,8.2113539363752902E-002,24.609431448568841,267.16905290195859,2.2305187485800420,23.573385580633474,4.1483742506230614,19.425011330010413,-3.3041547394374846,-3.8250634785699611,5.8373797694174483,-1.3264885156345581,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007353333333333,100.36561413407821,425.86232559068270,2.7168445119051703,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.6928721144998091,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.8882837345063879
 2015,0,197.91651999999999,197,2200,9.1002681335888985E-002,24.381624491601031,213.18163933703502,1.5366776255671233,-11.620783025918071,-3.1396552127198798,-8.4811278131981904,5.7267074002640213,-4.7423867712290582,-8.8724547246081844,-1.6376218616162341,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007376666666667,100.42535238826817,413.97907107495575,2.6800764812089026,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.6407362080183128,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-2.4033414151974375
 2015,0,197.93735000000001,197,2230,0.10216964081873119,24.162164915287292,225.51959479513656,1.2871318011707351,3.3616516035047335,1.4410591380883335,1.9205924654164002,-3.1251336423461180,-4.5741420678306826,4.8497147366065585,-1.5500328817683038,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007456666666666,100.47409364525140,416.66680229024718,2.6450653602571061,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.5914596279673670,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.92647056306060960
 2015,0,197.95818000000000,197,2300,0.12477150398322011,24.195398389933473,210.28540327606242,1.1900832181551131,4.4051989051338794,3.6509391775581350,0.75425972757574422,-4.8375596306447806,0.69273904706304545,6.7080302387088260,0.20399032269737288,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007583333333333,100.49410653631284,417.72224236259109,2.6503372441492203,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.5979442588509931,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.78731064599877076
 2015,0,197.97900999999999,197,2330,3.1300234631662351E-002,23.906044351588378,275.85671993410364,1.1276004043601153,7.6751405400511850,0.46593151221682522,7.2092090278343601,-0.34311811184770769,-6.0389181248472008,3.5787483822935645E-002,-1.9822657714162772,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007603333333334,100.52203610335197,427.79751436643716,2.6047093138658242,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.5350266548798253,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.5366211541038730
 2015,0,198.00000000000000,198,000,4.3501680809925530E-002,23.858219387118424,255.95435438835005,1.3576072970096043,5.4711413263853066,1.2346408377417621,4.2365004886435447,-1.7775155946450774,-0.99835968074560799,2.0331801339749553,-0.32739654397674939,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007716666666667,100.52994087988827,433.71684159627239,2.5972310053515204,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.5246379797496989,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,6.8243279599235409
 2015,0,198.02082999999999,198,030,5.1479755754641809E-002,24.567491069772302,240.12119927854866,1.4179548445099606,-13.985528179043992,1.8545376686869171,-15.840065847730909,-3.0594785259406869,14.772238963484572,2.4017002390556637,4.8095463724834548,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.008206666666666,100.53411797486034,411.53284073036315,2.7100163237346573,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.6777138917856589,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,7.0871324001238607
 2015,0,198.04166000000001,198,100,0.16439971092477665,25.158138145574583,227.26064909922533,1.2778656668953667,-0.75042210492427941,9.7233576440944702,-10.473779749018750,-33.435412029794996,12.276662677858727,22.158864414118231,4.1412996967671791,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.008080000000000,100.52553643854749,396.83396484660466,2.8071926757256449,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.8098696922051274,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,2.3781881692320885
 2015,0,198.06249000000000,198,130,4.9609620938778611E-002,24.851186081870253,249.41939902185510,1.9370580100078998,12.060455088019049,1.6051366917989134E-002,12.044403721101061,0.22970683338578662,-6.3860626032232624,1.0608845860408664,-2.1575780021689792,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.008190000000001,100.51900324022347,413.72075560659010,2.7563172871983390,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.7411046413838602,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.59463099711916900
