Sitename:Pekan
Location: Latitude:    3.4383266 - Longitude:  103.3899384 - Elevation (masl):    35.
Principal investigator: 
Ecosystem type: 
File creation date: 2015-08-10T10:20
Datapolicy:  -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data.
In addition when publishing please acknowledge the agency that supported the research. --
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
YEAR,GAP,DTIME,DOY,HRMIN,UST,TA,WD,WS,NEE,FC,SFC,H,SH,LE,SLE,FG,TS1,TSdepth1,TS2,TSdepth2,PREC,RH,PRESS,CO2,VPD,SWC1,SWC2,Rn,PAR,Rg,Rgdif,PARout,RgOut,Rgl,RglOut,H2O,RE,GPP,CO2top,CO2height,APAR,PARdif,APARpct,ZL
YEAR,GAP,DTIME,DOY,HRMIN,m/s,deg C,deg,m/s,umol/m2/s,umol/m2/s,umol/m2/s,W/m2,W/m2,W/m2,W/m2,W/m2,deg C,cm,deg C,cm,mm,%,kPa,umol/mol,kPa,%,%,W/m2,umol/m2/s,W/m2,W/m2,umol/m2/s,W/m2,W/m2,W/m2,mmol/mol,umol/m2/s,umol/m2/s,umol/mol,m,umol/m2/s,umol/m2/s,%,unitless
 2015,0,209.70822000000001,209,1700,0.58498567270490887,29.472992154766018,131.08859225908225,4.7935414299573553,-8.5204193061546789,-2.6930605978232656,-5.8273587083314133,68.384478157042494,-4.8211075455158205,146.13626956548785,-2.0499030756248371,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.035876666666667,100.56654212290503,388.22052733458077,3.6128465852844451,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.9141869394107296,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.10789617661001431
 2015,0,209.72905000000000,209,1730,0.59641138588173925,29.205015939893599,136.80659591967000,5.1383812079526461,3.8038487666546397,8.8140341402929732,-5.0101853736383335,41.390555650845826,-5.4996198195652344,132.94868770194859,-2.3226254985569197,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036773333333333,100.57481494413408,381.09735389186585,3.5574167535325270,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.8388031551571524,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6.1621320297704264E-002
 2015,0,209.74987999999999,209,1800,0.63735446707816978,29.117461872633555,136.14527747593195,5.1869398556306692,15.190529279676747,16.090767785727603,-0.90023850605085698,42.433088756046452,-1.7977293493566067,64.743764040420217,-0.77022786465330151,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037766666666666,100.59535594972067,379.81808203545233,3.5394394324756164,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.8138188982083632,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-5.1756945766555360E-002
 2015,0,209.77071000000001,209,1830,0.49930185143760114,29.103597917609989,131.54344217988046,4.3824715123133817,4.9914967593574175,2.9804176886599887,2.0110790706974289,20.008811049506278,-0.28473863934276861,61.994697248385819,-0.52415680685357602,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007433333333333,100.61683445530727,382.67515788023741,3.5378259405275854,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.7968212070267393,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-5.0754435915761224E-002
 2015,0,209.79154000000000,209,1900,0.53722393154626591,28.765288630650616,138.06460519536910,5.2323050899764860,0.10145652696507934,3.1869672231426311,-3.0855106961775518,-4.4172343712676465,-6.9563921701862128,58.461038835102080,-2.9193488124749369,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.004373333333334,100.62507497206704,378.29693612411114,3.4693987384205394,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.7022955812288130,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.9952305423763781E-003
 2015,0,209.81236999999999,209,1930,0.53679243260139742,28.384090625613737,135.77107437353214,4.5161468675630534,6.7906043483696230,4.3721984179338742,2.4184059304357493,-25.574608627147594,-7.8500211685282348,20.449180154618556,-3.2140029364365250,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.004746666666666,100.65140705307263,381.72333245193659,3.3935310443090909,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.5984265134157871,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.2197397070035782E-002
 2015,0,209.83320000000001,209,2000,0.52286718899598816,28.290616218773380,115.84091477778298,3.6329501045486317,28.545463471941407,14.291143094261173,14.254320377680234,-28.350206408123501,-1.9260051297978875,14.037266813417867,-0.80393064883739740,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005083333333333,100.67757426185089,401.90733878997435,3.3751399228097658,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.5724625213914507,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,6.2598435727173982E-002
 2015,0,209.85402999999999,209,2030,0.42180071855704299,28.225025787353502,127.20284507293545,2.9128944066611639,29.552068273562259,30.639730680697394,-1.0876624071351333,-20.369941766303228,-1.3522213613364036,55.724952078298863,-0.58734253859537222,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005133333333333,100.71241096368715,400.36808503551026,3.3622939562462442,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.5535054242347401,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.5653311872227425E-002
 2015,0,209.87486000000001,209,2100,0.49115165729222077,28.327650773032417,134.75430974574377,4.5642520038878613,-9.0133877799010449,0.53872035410472630,-9.5521081340057705,-30.499292999024135,2.1156117101692202,-10.938055160554677,0.80612990056466816,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005263333333334,100.74030127094973,386.84913578014880,3.3824040334262548,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.5795283682873835,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.1213875691574747E-002
 2015,0,209.89569000000000,209,2130,0.57908477363234234,28.283425220510765,137.67706498639734,4.1236442336074228,9.0230653321445526,13.051190465906702,-4.0281251337621491,-22.741074979197201,-0.91204353443284436,2.8787309552404814,-0.39188391504244102,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005606666666667,100.76284888268157,381.15030505982583,3.3737096208030821,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.5668830658053770,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.6940597732181925E-002
 2015,0,209.91651999999999,209,2200,0.38680349515793039,28.203474273681593,138.30300253140740,4.5511954539939143,8.6270613756846526,10.196188830801546,-1.5691274551168928,-27.852081187535934,-1.6498771697860983,21.755633693738798,-0.71447403566833401,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005480000000000,100.80302804469274,378.93183954365867,3.3580697621931819,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.5438455274020892,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.15176962776299183
 2015,0,209.93735000000001,209,2230,0.38654715301316361,28.074957327389882,140.81029410860643,4.5321171413853047,9.2686474787259954,9.1590544717461810,0.10959300697981469,-22.861117743051064,-2.6535241852073423,0.88234562404731431,-1.0682629523948601,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005433333333334,100.81544008379888,379.08669930550428,3.3330557892477963,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.5094236374556083,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.12481141199133605
 2015,0,209.95818000000000,209,2300,0.58086972098860801,28.203812525232422,133.91944333039353,3.9100710350663967,72.838370336108994,65.164066595069428,7.6743037410395640,-17.756205194464403,2.6597664016322309,39.423589132310020,1.0327006519537034,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005406666666667,100.82951763966480,389.93395359360534,3.3581386162744411,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.5427133918932627,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,2.8564782502222514E-002
 2015,0,209.97900999999999,209,2330,0.44573599961931232,28.131809285765883,140.04243399883057,5.1803307782041186,1.4039392112967573,9.0906030487397445,-7.6866638374429872,-19.291615523937040,-1.4864856699712443,14.694231473840505,-0.59108034322644565,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.004290000000001,100.82153703910615,379.07096496253263,3.3441453640254011,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.5236639261423619,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,6.8687744296493658E-002
 2015,0,210.00000000000000,210,000,0.48395138823755712,28.067853397816918,138.95969581686478,5.0292950104898502,11.085042215054330,11.078794153017212,6.2480620371174944E-003,-30.117891786411665,-1.3206417961151951,35.608152522246598,-0.52286176151054364,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.004340000000001,100.82284153631285,379.07979289398008,3.3317191530297343,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.5068178679431607,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.3784007543381334E-002
 2015,0,210.02082999999999,210,030,0.36319941977715092,27.971705285610426,140.69364132764841,4.3791941333065223,9.6062845494509670,8.6996042225655348,0.90668032688543143,-28.326108414057984,-1.9858142303079767,21.098617592920451,-0.76399220429324444,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.004659999999999,100.81301488826816,380.36056393238101,3.3131046190142421,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.4822106018542129,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.18643456805251973
 2015,0,210.04166000000001,210,100,0.39375964466325242,27.894729690977954,141.06010650897463,4.6376316159983126,10.259069278929193,10.082820310821001,0.17624896810819238,-32.176071910493874,-1.5899255568644493,24.038650483931438,-0.59882638137190047,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.004456666666666,100.79379460893854,380.60951595971369,3.2982844910920446,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.4629258262663560,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.16621715387756300
 2015,0,210.06249000000000,210,130,0.34833174209332030,27.820515677169681,143.00724613642541,4.0576416897545942,7.6514107451862010,7.7407985391151630,-8.9387793928961568E-002,-24.072346804434133,-1.5328848956986718,15.692412799127013,-0.56428328626457724,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.004523333333333,100.76943780726258,380.48325613249187,3.2840409146881826,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.4447548878488607,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.17966061211066733
 2015,0,210.08331999999999,210,200,0.21884106486430571,27.453778664359731,155.97526544192769,2.6820862394142138,7.0340058616385592,4.7985083673815403,2.2354974942570189,-13.633119173639427,-7.5816522469321708,4.0352348111000005,-2.8859633045376154,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.004636666666666,100.73862336592178,383.63800275132047,3.2144459266720191,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.3519396560057499,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.41041988137786162
 2015,0,210.10415000000000,210,230,0.26062296348368547,27.031222877715550,164.74445742494433,1.4147816942977105,20.510920051921019,15.901662774825745,4.6092572770952724,-25.337339200481797,-8.7457324469779785,14.277770691202152,-3.2810700500082719,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.004956666666667,100.71655509776537,390.13489258377649,3.1358470929520554,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.2465859946652058,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.45167208506351814
 2015,0,210.12497999999999,210,300,9.2667834339544120E-002,26.908011993749142,141.22318551501610,1.0667553534135341,8.8257014784108758,3.9033715358684620,4.9223299425424134,-13.162290232352003,-2.5508123070482287,3.5898854760891274,-0.93431867967477411,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005116666666666,100.70325819832402,397.07113599242950,3.1132440921876312,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.2165973969712995,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.2202258882491837
 2015,0,210.14581000000001,210,330,0.10050562263708261,26.768724121434730,144.09699673268094,0.91470529793163513,0.45235666951099796,1.5534900125311615,-1.1011333430201635,-3.2472749701185686,-2.8840760344583445,2.4690958179673550,-1.0300662370121683,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005200000000000,100.67228304469275,395.51972994064579,3.0878662363815566,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.1835452708432470,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.0096999224202667
 2015,0,210.16664000000000,210,400,0.11921688193820863,26.243730399595677,280.67350160533567,0.57406413421767799,4.9264994007607097,3.4634903758386488,1.4630090249220611,0.64078295400926022,-10.887709872253195,2.0441566483864544,-3.9601599275125809,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005396666666666,100.65920932733673,397.57764821075324,2.9938304934767377,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.0567448143901927,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.11939817812509360
 2015,0,210.18746999999999,210,430,0.10196053353514099,25.687073509087099,263.64790520970530,2.7775148823198217,-3.3153364113199526,-8.8585590845697055,5.5432226732497529,15.817503553662146,-11.564415685344118,-2.6755525572624355,-4.0999446511688848,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005610000000001,100.65028717514124,405.36112686876248,2.8968587228285165,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.9257719192864640,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-4.7117819460436881
 2015,0,210.20830000000001,210,500,0.10203977017853746,24.904135211113442,262.02409802871273,2.6806911972297689,18.230928074730343,3.2248474963108360,15.006080578419507,0.14668700013286612,-16.307020401760877,0.12547837484818267,-5.6036316916513416,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005850000000001,100.64882372905028,426.37691677043222,2.7651083708836497,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.7473657792825255,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-4.3596664089160637E-002
 2015,0,210.22913000000000,210,530,0.11099034201737509,24.825340385650122,255.68834261372652,1.5497523215296249,4.8890674015514399,2.3495394636283229,2.5395279379231175,-1.3157358814599502,-1.6416070860724872,1.1050166009275015,-0.55557153871904796,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005816666666666,100.65155969273744,429.93245056029161,2.7521449919315137,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.7296842285109637,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.30386239299544410
 2015,0,210.24995999999999,210,600,8.4484886448549235E-002,24.725871862059819,249.10700744955506,1.8681877066140626,1.2816076335865896,3.5955628301350218,-2.3139551965484322,-2.4071592979488652,-2.0730999980013665,-0.62013890030677321,-0.69922339006185119,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005853333333333,100.65638435754191,426.69397256253143,2.7358536378625833,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.7074414741786881,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.2604320830858882
 2015,0,210.27079000000001,210,630,7.0937311321642493E-002,24.500969132151681,267.87886092725637,1.7675208782935017,10.006620534955831,5.3086703621240048,4.6979501728318258,-2.4806188663614357,-4.6921376663974961,-0.78978790241202268,-1.5859920536619525,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006223333333333,100.68411730446927,433.26217842316038,2.6993191857571732,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.6570530047884238,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,2.1938572001343233
 2015,0,210.29161999999999,210,700,0.10074008644411554,24.495973868769624,250.16390052097859,1.8349570798401287,6.5869327579078227,4.7535309836167681,1.8334017742910544,-2.7345705716433995,-0.10423728838328647,0.44345945082480825,-5.8602194842360393E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005953333333334,100.70303537709498,435.82493357069728,2.6985211159981106,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.6551915475952037,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.84429961720068936
 2015,0,210.31245000000001,210,730,9.6478796872636885E-002,24.603106336540293,249.26489123796907,1.8074504811952550,0.35096688212195382,7.1492091982077648,-6.7982423160858110,-4.0835333450885454,2.2352883979647342,-0.54333936288338358,0.71482202918208892,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006216666666667,100.72649321229051,426.32104713993124,2.7158528322934621,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.6779026066319886,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.4350921471908875
 2015,0,210.33328000000000,210,800,5.0797656045833757E-002,24.578232730886782,260.89519112621787,2.0539139532789075,6.8960762730315821,3.8054781819168442,3.0905980911147375,-1.6221745199374262,-0.51922763295264396,1.6303207255031288E-002,-0.21754105674683280,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006223333333333,100.76618321229050,430.63961506363211,2.7118180996803356,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.6709944395552236,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.9046713936815212
 2015,0,210.35410999999999,210,830,8.0908959118781598E-002,24.484697578472776,246.72532279459617,1.7122921151178137,13.347424305867570,6.9602608072851728,6.3871634985823977,-2.6860584187240510,-1.9535021459377311,-0.35148046585028853,-0.36955844607031096,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037356666666666,100.78601796089384,439.55999438276564,2.6957392322174236,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.6592659152386928,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.5998691610155136
 2015,0,210.37494000000001,210,900,0.15373931561820733,25.088137613647916,262.90330483795231,1.5494889343465030,33.852092645226818,28.540382506365326,5.3117101388614900,-4.1899566877095422,12.580443885962056,-8.0406673104104414,4.2156828364608039,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.039520000000000,100.80592286312850,446.99195643173567,2.7945209429759799,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.7933806227153219,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.36369362299718028
 2015,0,210.39577000000000,210,930,0.23150674323948331,26.625268100048402,244.95753891694011,1.0789171449872090,-20.605680988631732,-6.6672014635334271,-13.938479525098307,17.484272736952708,31.890700981084599,14.174321841390915,11.260078523804989,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.039363333333334,100.82446903544793,427.39280943124743,3.0607317608191975,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.1539188143032488,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.44436151352780578
